Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2001-12-20,3.2142841094144483,3.229518302471921,3.001014719512395,3.1990511417388916,218334931,0.0,0.0,3.1990511417388916
2001-12-21,3.138117050616362,3.168584208826971,3.001014471054077,3.001014471054077,87656406,0.0,0.0,3.001014471054077
2001-12-24,3.0619491481696244,3.0771835868368,2.970548152923584,2.970548152923584,48934164,0.0,0.0,2.970548152923584
2001-12-25,2.9857804984659655,3.138117281008625,2.9857804984659655,3.122882843017578,76744507,0.0,0.0,3.122882843017578
2001-12-26,3.046713891512733,3.168583986252693,3.046713891512733,3.0771830081939697,95900481,0.0,0.0,3.0771830081939697
2001-12-27,3.1076486501029126,3.183816918836052,3.0771834502665327,3.122882843017578,107101690,0.0,0.0,3.122882843017578
2001-12-28,3.1685844171924535,3.1685844171924535,3.0162476358163204,3.0467143058776855,53573045,0.0,0.0,3.0467143058776855
2001-12-31,3.092415682570151,3.183816918836052,3.0619490122754858,3.122882843017578,58136654,0.0,0.0,3.122882843017578
2002-01-01,3.1228828430175786,3.1228828430175786,3.1228828430175786,3.122882843017578,0,0.0,0.0,3.122882843017578
2002-01-02,3.1533488271182355,3.2295175694292073,3.0771827806468672,3.1381165981292725,109607198,0.0,0.0,3.1381165981292725
2002-01-03,3.1381165981292725,3.1381165981292725,3.1381165981292725,3.1381165981292725,0,0.0,0.0,3.1381165981292725
2002-01-04,3.1838162260120932,3.1990504156116772,3.122882163453361,3.1381165981292725,50485270,0.0,0.0,3.1381165981292725
2002-01-07,3.1685844711586295,3.2142841094144483,3.1533495428720073,3.1990511417388916,81142864,0.0,0.0,3.1990511417388916
2002-01-08,3.229518399882591,3.259985561534589,3.1533496379852295,3.1533496379852295,66904387,0.0,0.0,3.1533496379852295
2002-01-09,3.1838160677910743,3.214283220094527,3.0924148559570317,3.0924148559570312,90112423,0.0,0.0,3.0924148559570312
2002-01-10,3.1076478194179695,3.1533486704113063,3.0924148559570317,3.0924148559570312,48146094,0.0,0.0,3.0924148559570312
