Date,Adj Close
2017-09-19,19.014339447021484
2017-09-20,19.014339447021484
2017-09-21,19.014339447021484
2017-09-22,19.00800132751465
2017-09-25,18.995325088500977
2017-09-26,18.900249481201172
2017-09-27,18.93828010559082
2017-09-28,18.91292953491211
2017-09-29,18.887575149536133
2017-10-02,19.077716827392578
2017-10-03,19.267864227294922
2017-10-05,19.458003997802734
2017-10-06,19.394624710083008
2017-10-11,19.489696502685547
2017-10-12,19.470684051513672
2017-10-13,19.591108322143555
2017-10-16,19.64814567565918
2017-10-17,19.76224136352539
2017-10-18,19.540403366088867
2017-10-19,19.58477020263672
2017-10-20,19.55307960510254
2017-10-23,19.629133224487305
2017-10-24,19.692520141601562
2017-10-25,19.61012077331543
2017-10-26,19.591108322143555
2017-10-27,19.3756103515625
2017-10-30,19.400964736938477
2017-10-31,19.489696502685547
2017-11-01,19.49603271484375
2017-11-02,19.470684051513672
2017-11-03,19.451671600341797
2017-11-06,19.413639068603516
2017-11-07,19.458003997802734
2017-11-08,19.445331573486328
2017-11-09,19.38195037841797
2017-11-10,19.36293601989746
2017-11-13,19.29955291748047
2017-11-14,19.267864227294922
2017-11-15,19.356595993041992
2017-11-16,19.33124542236328
2017-11-17,19.394624710083008
2017-11-20,19.3756103515625
2017-11-21,19.458003997802734
2017-11-22,19.57843017578125
2017-11-23,19.679840087890625
2017-11-24,19.641813278198242
2017-11-27,19.54673957824707
2017-11-28,19.41997718811035
2017-11-29,19.38195037841797
2017-11-30,19.24251365661621
2017-12-01,19.305889129638672
2017-12-04,19.22983741760254
2017-12-05,19.2171573638916
2017-12-06,18.950958251953125
2017-12-07,18.92560386657715
2017-12-08,18.93828010559082
2017-12-11,19.065044403076172
2017-12-12,19.058704376220703
2017-12-13,19.09039878845215
2017-12-14,19.160114288330078
2017-12-15,19.020679473876953
2017-12-18,19.115747451782227
2017-12-19,19.077716827392578
2017-12-20,19.12842559814453
2017-12-21,19.103073120117188
2017-12-22,19.052370071411133
2017-12-25,19.039691925048828
2017-12-26,18.919265747070312
2017-12-27,19.058704376220703
2017-12-28,19.141098022460938
2017-12-29,19.115747451782227
2018-01-02,19.29955291748047
2018-01-03,19.394624710083008
2018-01-04,19.394624710083008
2018-01-05,19.41997718811035
2018-01-08,19.534061431884766
2018-01-09,19.515050888061523
2018-01-10,19.458003997802734
2018-01-11,19.464344024658203
2018-01-12,19.591108322143555
2018-01-15,19.679840087890625
2018-01-16,19.711530685424805
2018-01-17,19.692520141601562
2018-01-18,19.74955940246582
2018-01-19,19.806602478027344
2018-01-22,19.78758430480957
2018-01-23,19.711530685424805
2018-01-24,19.692520141601562
2018-01-25,19.73688507080078
2018-01-26,19.72420883178711
2018-01-29,19.838289260864258
2018-01-30,19.66082763671875
2018-01-31,19.629133224487305
2018-02-01,19.717866897583008
2018-02-02,19.622798919677734
2018-02-05,19.33124542236328
2018-02-06,18.88123893737793
2018-02-07,19.00800132751465
2018-02-08,19.077716827392578
2018-02-09,18.92560386657715
2018-02-12,19.00166130065918
2018-02-21,19.261526107788086
2018-02-22,19.141098022460938
2018-02-23,19.305889129638672
2018-02-26,19.40730094909668
2018-02-27,19.40730094909668
2018-03-01,19.432653427124023
2018-03-02,19.23617172241211
2018-03-05,19.172792434692383
2018-03-06,19.19180679321289
2018-03-07,19.267864227294922
2018-03-08,19.33124542236328
2018-03-09,19.204483032226562
2018-03-12,19.36293601989746
2018-03-13,19.445331573486328
2018-03-14,19.400964736938477
2018-03-15,19.400964736938477
2018-03-16,19.40730094909668
2018-03-19,19.451671600341797
2018-03-20,19.42631721496582
2018-03-21,19.483360290527344
2018-03-22,19.41997718811035
2018-03-23,19.204483032226562
2018-03-26,19.29955291748047
2018-03-27,19.489696502685547
2018-03-28,19.394624710083008
2018-03-29,19.29955291748047
2018-03-30,19.42631721496582
2018-04-02,19.56575584411621
2018-04-03,19.369272232055664
2018-04-09,19.55941390991211
2018-04-10,19.55941390991211
2018-04-11,19.603784561157227
2018-04-12,19.603784561157227
2018-04-13,19.616458892822266
2018-04-16,19.572092056274414
2018-04-17,19.432653427124023
2018-04-18,19.458003997802734
2018-04-19,19.572092056274414
2018-04-20,19.54673957824707
2018-04-23,19.489696502685547
2018-04-24,19.293216705322266
2018-04-25,19.179128646850586
2018-04-26,19.09039878845215
2018-04-27,19.09039878845215
2018-04-30,19.2171573638916
2018-05-02,19.286876678466797
2018-05-03,19.223495483398438
2018-05-04,19.204483032226562
2018-05-07,19.22983741760254
2018-05-08,19.22983741760254
2018-05-09,19.312231063842773
2018-05-10,19.312231063842773
2018-05-11,19.483360290527344
2018-05-14,19.55307960510254
2018-05-15,19.52138900756836
2018-05-16,19.52138900756836
2018-05-17,19.597442626953125
2018-05-18,19.622798919677734
2018-05-21,19.72420883178711
2018-05-22,19.711530685424805
2018-05-23,19.622798919677734
2018-05-24,19.64814567565918
2018-05-25,19.64814567565918
2018-05-28,19.74955940246582
2018-05-29,19.72420883178711
2018-05-30,19.489696502685547
2018-05-31,19.527725219726562
2018-06-01,19.622798919677734
2018-06-04,19.774913787841797
2018-06-05,19.869979858398438
2018-06-06,19.933364868164062
2018-06-07,19.895334243774414
2018-06-08,19.838289260864258
2018-06-11,19.8573055267334
2018-06-12,19.806602478027344
2018-06-13,19.819278717041016
2018-06-14,19.64814567565918
2018-06-15,19.54673957824707
2018-06-19,19.464344024658203
2018-06-20,19.445331573486328
2018-06-21,19.52138900756836
2018-06-22,19.394624710083008
2018-06-25,19.394624710083008
2018-06-26,19.369272232055664
2018-06-27,19.400964736938477
2018-06-28,19.24251365661621
2018-06-29,19.394624710083008
2018-07-02,19.489696502685547
2018-07-03,19.38195037841797
2018-07-04,19.451671600341797
2018-07-05,19.369272232055664
2018-07-06,19.2171573638916
2018-07-09,19.3756103515625
2018-07-10,19.489696502685547
2018-07-11,19.42631721496582
2018-07-12,19.52138900756836
2018-07-13,19.673503875732422
2018-07-16,19.679840087890625
2018-07-17,19.654489517211914
2018-07-18,19.800264358520508
2018-07-19,19.717866897583008
2018-07-20,19.812942504882812
2018-07-23,19.838289260864258
2018-07-24,19.977733612060547
2018-07-25,19.984071731567383
2018-07-26,20.06012725830078
2018-07-27,20.117170333862305
2018-07-30,20.174213409423828
2018-07-31,20.23125648498535
2018-08-01,20.319988250732422
2018-08-02,20.155197143554688
2018-08-03,20.269285202026367
2018-08-06,20.281957626342773
2018-08-07,20.319988250732422
2018-08-08,20.434078216552734
2018-08-09,20.33266830444336
2018-08-10,20.40872573852539
2018-08-13,20.047449111938477
2018-08-14,20.161537170410156
2018-08-15,19.984071731567383
2018-08-16,19.8573055267334
2018-08-17,20.03477668762207
2018-08-20,19.95871925354004
2018-08-21,20.085481643676758
2018-08-22,20.091815948486328
2018-08-23,20.155197143554688
2018-08-24,20.091815948486328
2018-08-27,20.091815948486328
2018-08-28,20.465768814086914
2018-08-29,20.53548812866211
2018-08-30,20.472105026245117
2018-08-31,20.548158645629883
2018-09-03,20.427736282348633
2018-09-04,20.40238380432129
2018-09-05,20.31365203857422
2018-09-06,20.307313919067383
2018-09-07,20.14886474609375
2018-09-10,19.9460391998291
2018-09-11,19.933364868164062
2018-09-12,19.838289260864258
2018-09-13,19.933364868164062
2018-09-14,20.098155975341797
2018-09-17,20.123506546020508
2018-09-18,20.123506546020508
2018-09-19,20.193227767944336
2018-09-20,20.186887741088867
2018-09-21,20.269285202026367
2018-09-25,20.38336944580078
2018-09-26,20.262948989868164
2018-09-27,20.281957626342773
2018-09-28,20.345338821411133
2018-10-01,20.345338821411133
2018-10-02,20.136184692382812
2018-10-03,20.079143524169922
2018-10-04,19.901674270629883
