Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adjusted Close
2000-11-15,24.629621198667227,24.629621198667227,23.24593215573688,23.52267074584961,8635621,0.0,0.0,23.52267074584961
2000-11-16,23.245933353212926,24.076147212501567,22.969194748844465,23.661041259765625,11072072,0.0,0.0,23.661041259765625
2000-11-17,23.2459294799449,24.491249084472656,23.10756215463237,24.491249084472656,9967968,0.0,0.0,24.491249084472656
2000-11-20,24.62962167183031,24.76798901572822,23.93777518325733,24.214513778686523,8434028,0.0,0.0,24.214513778686523
2000-11-21,24.21451150245467,25.874937057495114,24.21451150245467,25.874937057495117,11907721,0.0,0.0,25.874937057495117
2000-11-22,26.01330587263998,26.290042504028367,25.183094024658207,25.183094024658203,11422981,0.0,0.0,25.183094024658203
2000-11-23,24.906358004843735,25.459831237792965,24.62961943455261,25.45983123779297,3120144,0.0,0.0,25.45983123779297
2000-11-24,25.73656903489302,26.013305664062504,25.183093822737455,26.0133056640625,6405058,0.0,0.0,26.0133056640625
2000-11-27,26.151671161521545,26.290038479123925,25.45982871206071,25.598196029663086,6596097,0.0,0.0,25.598196029663086
2000-11-28,25.321463559942504,26.2900447845459,25.183096209154005,26.2900447845459,5575354,0.0,0.0,26.2900447845459
2000-11-29,26.013305423355924,26.843519210815426,25.874938086959826,26.84351921081543,7647490,0.0,0.0,26.84351921081543
2000-11-30,26.705150744544955,27.12025475072723,26.2900447845459,26.2900447845459,5686247,0.0,0.0,26.2900447845459
2000-12-01,26.15167542855001,26.843519944711716,26.01330613455434,26.705148696899414,4910209,0.0,0.0,26.705148696899414
2000-12-04,26.0133044707422,26.0133044707422,25.459831237792965,25.45983123779297,4653799,0.0,0.0,25.45983123779297
2000-12-05,24.9063606262207,25.32146266389706,24.629622026803034,24.906360626220703,6282059,0.0,0.0,24.906360626220703
2000-12-06,25.459830130742503,25.459830130742503,24.214510526214745,24.491249084472656,7344172,0.0,0.0,24.491249084472656
2000-12-07,24.07614678178441,25.04472797211282,24.07614678178441,24.906360626220703,3904000,0.0,0.0,24.906360626220703
2000-12-08,24.9063606262207,25.04472797211282,24.629622026803034,24.906360626220703,1401080,0.0,0.0,24.906360626220703
2000-12-11,24.906359607928422,24.906359607928422,24.214513137670277,24.352880477905273,4703925,0.0,0.0,24.352880477905273
2000-12-12,24.629618363601615,24.906356921859526,24.35287785152728,24.491249084472656,2464728,0.0,0.0,24.491249084472656
2000-12-13,24.35287598685771,24.491247209208176,23.937770135071407,24.076141357421875,4092086,0.0,0.0,24.076141357421875
2000-12-14,23.79940795898438,23.937775303577773,23.522671315980887,23.799407958984375,3327711,0.0,0.0,23.799407958984375
2000-12-15,23.384301450793245,23.661040040905974,23.384301450793245,23.52267074584961,2225871,0.0,0.0,23.52267074584961
2000-12-18,23.937775303577773,23.937775303577773,23.384302017570793,23.799407958984375,1525972,0.0,0.0,23.799407958984375
2000-12-19,23.937770135071407,24.214508672139793,23.522666237101376,24.076141357421875,3507109,0.0,0.0,24.076141357421875
2000-12-20,24.076147212501567,24.076147212501567,23.52267195758139,23.661041259765625,2096939,0.0,0.0,23.661041259765625
2000-12-21,23.245929151886617,23.384298429062838,22.96919059753418,22.96919059753418,2077506,0.0,0.0,22.96919059753418
2000-12-22,22.554092407226562,23.38430234796705,22.277353806496343,22.554092407226562,3505266,0.0,0.0,22.554092407226562
2000-12-25,22.554092407226562,22.554092407226562,22.554092407226562,22.554092407226562,0,0.0,0.0,22.554092407226562
2000-12-26,22.692461374717876,22.692461374717876,21.862247467041016,21.862247467041016,2334581,0.0,0.0,21.862247467041016
2000-12-27,21.308775614952022,21.308775614952022,21.170408248901367,21.170408248901367,705164,0.0,0.0,21.170408248901367
2000-12-28,20.478559047530688,21.723878860473633,20.478559047530688,21.723878860473633,6353051,0.0,0.0,21.723878860473633
2000-12-29,21.30876865493589,21.447135975792065,21.032030105590824,21.03203010559082,6362999,0.0,0.0,21.03203010559082
2001-01-01,21.032030105590824,21.032030105590824,21.032030105590824,21.03203010559082,0,0.0,0.0,21.03203010559082
2001-01-02,20.75529765210323,21.723878860473633,20.61692834981696,21.723878860473633,3232396,0.0,0.0,21.723878860473633
2001-01-03,21.17040000654602,21.72387316289676,21.032028786733978,21.308767318725586,2153388,0.0,0.0,21.308767318725586
2001-01-04,22.13898768923486,22.69246101379395,21.86224711932165,22.692461013793945,6284341,0.0,0.0,22.692461013793945
2001-01-05,22.692460227337573,23.384302835967546,22.415721620832173,23.245933532714844,5220040,0.0,0.0,23.245933532714844
2001-01-08,22.692460068844035,22.692460068844035,21.723878860473633,21.723878860473633,6867616,0.0,0.0,21.723878860473633
2001-01-09,21.308770898543454,22.13898468017578,21.308770898543454,22.13898468017578,6416687,0.0,0.0,22.13898468017578
2001-01-10,22.138985307273437,22.692458572283638,21.723877427790853,22.415719985961914,7902852,0.0,0.0,22.415719985961914
2001-01-11,22.554092407226562,23.38430234796705,22.554092407226562,22.554092407226562,9228107,0.0,0.0,22.554092407226562
2001-01-12,22.830825264933498,22.830825264933498,22.00061343711773,22.13898468017578,3753392,0.0,0.0,22.13898468017578
2001-01-15,22.000616777289967,22.138988041355784,21.585508846543107,21.862247467041016,2528172,0.0,0.0,21.862247467041016
2001-01-16,22.000611518749835,22.96919059753418,21.862242241573615,22.96919059753418,7639116,0.0,0.0,22.96919059753418
2001-01-17,22.830828368025305,22.830828368025305,22.41572239769757,22.692461013793945,6163165,0.0,0.0,22.692461013793945
2001-01-18,22.83082757677351,23.661041442472946,22.83082757677351,23.245933532714844,10234860,0.0,0.0,23.245933532714844
2001-01-19,23.245933532714844,23.245933532714844,23.245933532714844,23.245933532714844,0,0.0,0.0,23.245933532714844
2001-01-22,23.245933532714844,23.245933532714844,23.245933532714844,23.245933532714844,0,0.0,0.0,23.245933532714844
2001-01-23,23.245933532714844,23.245933532714844,23.245933532714844,23.245933532714844,0,0.0,0.0,23.245933532714844
2001-01-24,23.245933532714844,23.245933532714844,23.245933532714844,23.245933532714844,0,0.0,0.0,23.245933532714844
2001-01-25,23.245933532714844,23.245933532714844,23.245933532714844,23.245933532714844,0,0.0,0.0,23.245933532714844
2001-01-26,23.245933532714844,23.245933532714844,23.245933532714844,23.245933532714844,0,0.0,0.0,23.245933532714844
2001-01-29,22.692461374717876,22.692461374717876,21.862247467041016,21.862247467041016,8099961,0.0,0.0,21.862247467041016
2001-01-30,21.308767318725586,21.585501943084715,20.893661474554413,21.308767318725586,7654529,0.0,0.0,21.308767318725586
2001-01-31,21.447139739990234,21.86224568304693,21.30877239484914,21.447139739990234,6787754,0.0,0.0,21.447139739990234
2001-02-01,21.447139739990234,21.58550708513133,21.032033796933543,21.447139739990234,4166071,0.0,0.0,21.447139739990234
2001-02-02,21.447143130273265,22.415724468454115,21.447143130273265,22.27735710144043,9021652,0.0,0.0,22.27735710144043
2001-02-05,22.138983494558936,22.27735082257382,21.862242977079788,22.000612258911133,5498442,0.0,0.0,22.000612258911133
2001-02-06,22.000618459779037,22.27735710144043,22.000618459779037,22.27735710144043,4640843,0.0,0.0,22.27735710144043
2001-02-07,22.27735411580197,22.27735411580197,21.723878860473633,21.723878860473633,2058851,0.0,0.0,21.723878860473633
2001-02-08,21.862247467041016,22.000616777289967,21.585508846543107,21.862247467041016,1618317,0.0,0.0,21.862247467041016
2001-02-09,21.862246208943155,22.000615511229427,21.723878860473633,21.723878860473633,2006061,0.0,0.0,21.723878860473633
2001-02-12,22.000612379632145,22.000612379632145,21.447137203086225,21.58550453186035,3568413,0.0,0.0,21.58550453186035
2001-02-13,21.723878860473633,21.862246208943155,21.308772907431567,21.723878860473633,6741509,0.0,0.0,21.723878860473633
2001-02-14,21.72387316289676,21.72387316289676,21.308767318725586,21.308767318725586,3545816,0.0,0.0,21.308767318725586
2001-02-15,21.0320313091309,21.723875768267423,21.0320313091309,21.58550453186035,4626037,0.0,0.0,21.58550453186035
