Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2000-01-03 13:00:00,0.09027603753916645,0.09099228078989301,0.08430489307927243,0.08943965286016464,300912000,0.0,0.0,0.08943965286016464
2000-01-04 13:00:00,0.08788701700493064,0.08812637055812211,0.0826330322755634,0.08705154806375504,300480000,0.0,0.0,0.08705154806375504
2000-01-05 13:00:00,0.08454427666064684,0.08597676355443262,0.08299164830568122,0.08418569713830948,188352000,0.0,0.0,0.08418569713830948
2000-01-06 13:00:00,0.08418565496671253,0.08418565496671253,0.07546875848103943,0.07869231700897217,120480000,0.0,0.0,0.07869231700897217
2000-01-07 13:00:00,0.0783346559630519,0.08084196465647128,0.07714060768741722,0.08000650256872177,71184000,0.0,0.0,0.08000650256872177
2000-01-10 13:00:00,0.08024497252613974,0.08597675774218232,0.07881248572919376,0.08263306319713593,239856000,0.0,0.0,0.08263306319713593
2000-01-11 13:00:00,0.08215524217277724,0.0831108457850711,0.07928934693336487,0.07928934693336487,148128000,0.0,0.0,0.07928934693336487
2000-01-12 13:00:00,0.07928934161126028,0.07940948302334525,0.07618500860049253,0.07725983113050461,123552000,0.0,0.0,0.07725983113050461
2000-01-13 13:00:00,0.07714062113485907,0.08120055816672565,0.07618501747538825,0.08048339933156967,132192000,0.0,0.0,0.08048339933156967
2000-01-14 13:00:00,0.08167838308068565,0.08729002693484485,0.08143902260121944,0.0839463323354721,604560000,0.0,0.0,0.0839463323354721
2000-01-18 13:00:00,0.0850211298330283,0.08788702504728288,0.08120055344514648,0.08752936124801636,261648000,0.0,0.0,0.08752936124801636
2000-01-19 13:00:00,0.08788701479586392,0.08788701479586392,0.085976723408337,0.08669296652078629,164688000,0.0,0.0,0.08669296652078629
2000-01-20 13:00:00,0.08741013665789213,0.09218631671697011,0.08573828983443833,0.08645453304052353,179568000,0.0,0.0,0.08645453304052353
2000-01-21 13:00:00,0.08621516465624618,0.08657374399644661,0.0833492698937772,0.08549892157316208,544272000,0.0,0.0,0.08549892157316208
2000-01-24 13:00:00,0.08824559054563039,0.08824559054563039,0.08120054065633774,0.0816783457994461,256944000,0.0,0.0,0.0816783457994461
