Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Adj Close
2008-01-02,41.82940673828125,41.82940673828125,41.82940673828125,41.82940673828125,0,0.0,0.0,0.0,41.82940673828125
2008-01-03,41.04871368408203,41.04871368408203,41.04871368408203,41.04871368408203,0,0.0,0.0,0.0,41.04871368408203
2008-01-04,41.13236618041992,41.13236618041992,41.13236618041992,41.13236618041992,0,0.0,0.0,0.0,41.13236618041992
2008-01-07,39.30611801147461,39.30611801147461,39.30611801147461,39.30611801147461,0,0.0,0.0,0.0,39.30611801147461
2008-01-08,39.717369079589844,39.717369079589844,39.717369079589844,39.717369079589844,0,0.0,0.0,0.0,39.717369079589844
2008-01-09,40.5677604675293,40.5677604675293,40.5677604675293,40.5677604675293,0,0.0,0.0,0.0,40.5677604675293
2008-01-10,40.18438720703125,40.18438720703125,40.18438720703125,40.18438720703125,0,0.0,0.0,0.0,40.18438720703125
2008-01-11,40.058921813964844,40.058921813964844,40.058921813964844,40.058921813964844,0,0.0,0.0,0.0,40.058921813964844
2008-01-14,40.748992919921875,40.748992919921875,40.748992919921875,40.748992919921875,0,0.0,0.0,0.0,40.748992919921875
2008-01-15,42.01063537597656,42.01063537597656,42.01063537597656,42.01063537597656,0,0.0,0.0,0.0,42.01063537597656
2008-01-16,40.64443588256836,40.64443588256836,40.64443588256836,40.64443588256836,0,0.0,0.0,0.0,40.64443588256836
2008-01-17,40.35865020751953,40.35865020751953,40.35865020751953,40.35865020751953,0,0.0,0.0,0.0,40.35865020751953
2008-01-18,40.665340423583984,40.665340423583984,40.665340423583984,40.665340423583984,0,0.0,0.0,0.0,40.665340423583984
2008-01-21,40.19832229614258,40.19832229614258,40.19832229614258,40.19832229614258,0,0.0,0.0,0.0,40.19832229614258
2008-01-22,37.58443069458008,37.58443069458008,37.58443069458008,37.58443069458008,0,0.0,0.0,0.0,37.58443069458008
2008-01-23,37.25681686401367,37.25681686401367,37.25681686401367,37.25681686401367,0,0.0,0.0,0.0,37.25681686401367
2008-01-24,38.00962448120117,38.00962448120117,38.00962448120117,38.00962448120117,0,0.0,0.0,0.0,38.00962448120117
2008-01-25,39.14580154418945,39.14580154418945,39.14580154418945,39.14580154418945,0,0.0,0.0,0.0,39.14580154418945
2008-01-28,37.83536148071289,37.83536148071289,37.83536148071289,37.83536148071289,0,0.0,0.0,0.0,37.83536148071289
2008-01-29,38.48360824584961,38.48360824584961,38.48360824584961,38.48360824584961,0,0.0,0.0,0.0,38.48360824584961
2008-01-30,38.316314697265625,38.316314697265625,38.316314697265625,38.316314697265625,0,0.0,0.0,0.0,38.316314697265625
2008-01-31,38.40693664550781,38.40693664550781,38.40693664550781,38.40693664550781,0,0.0,0.0,0.0,38.40693664550781
2008-02-01,39.05517578125,39.05517578125,39.05517578125,39.05517578125,0,0.0,0.0,0.0,39.05517578125
2008-02-12,38.3023796081543,38.3023796081543,38.3023796081543,38.3023796081543,0,0.0,0.0,0.0,38.3023796081543
2008-02-13,38.434818267822266,38.434818267822266,38.434818267822266,38.434818267822266,0,0.0,0.0,0.0,38.434818267822266
2008-02-14,40.10074234008789,40.10074234008789,40.10074234008789,40.10074234008789,0,0.0,0.0,0.0,40.10074234008789
2008-02-15,40.051944732666016,40.051944732666016,40.051944732666016,40.051944732666016,0,0.0,0.0,0.0,40.051944732666016
2008-02-18,39.86375045776367,39.86375045776367,39.86375045776367,39.86375045776367,0,0.0,0.0,0.0,39.86375045776367
2008-02-19,40.47017288208008,40.47017288208008,40.47017288208008,40.47017288208008,0,0.0,0.0,0.0,40.47017288208008
2008-02-20,39.84980392456055,39.84980392456055,39.84980392456055,39.84980392456055,0,0.0,0.0,0.0,39.84980392456055
2008-02-21,40.81172561645508,40.81172561645508,40.81172561645508,40.81172561645508,0,0.0,0.0,0.0,40.81172561645508
2008-02-22,40.95810317993164,40.95810317993164,40.95810317993164,40.95810317993164,0,0.0,0.0,0.0,40.95810317993164
2008-02-25,41.85728454589844,41.85728454589844,41.85728454589844,41.85728454589844,0,0.0,0.0,0.0,41.85728454589844
2008-02-26,42.11518478393555,42.11518478393555,42.11518478393555,42.11518478393555,0,0.0,0.0,0.0,42.11518478393555
2008-02-27,42.770408630371094,42.770408630371094,42.770408630371094,42.770408630371094,0,0.0,0.0,0.0,42.770408630371094
2008-02-29,42.15003967285156,42.15003967285156,42.15003967285156,42.15003967285156,0,0.0,0.0,0.0,42.15003967285156
2008-03-03,41.257835388183594,41.257835388183594,41.257835388183594,41.257835388183594,0,0.0,0.0,0.0,41.257835388183594
2008-03-04,42.31035614013672,42.31035614013672,42.31035614013672,42.31035614013672,0,0.0,0.0,0.0,42.31035614013672
2008-03-05,42.3521842956543,42.3521842956543,42.3521842956543,42.3521842956543,0,0.0,0.0,0.0,42.3521842956543
2008-03-06,43.48835754394531,43.48835754394531,43.48835754394531,43.48835754394531,0,0.0,0.0,0.0,43.48835754394531
2008-03-07,42.8192024230957,42.8192024230957,42.8192024230957,42.8192024230957,0,0.0,0.0,0.0,42.8192024230957
2008-03-10,41.487857818603516,41.487857818603516,41.487857818603516,41.487857818603516,0,0.0,0.0,0.0,41.487857818603516
2008-03-11,41.87122344970703,41.87122344970703,41.87122344970703,41.87122344970703,0,0.0,0.0,0.0,41.87122344970703
2008-03-12,42.205806732177734,42.205806732177734,42.205806732177734,42.205806732177734,0,0.0,0.0,0.0,42.205806732177734
2008-03-13,41.125396728515625,41.125396728515625,41.125396728515625,41.125396728515625,0,0.0,0.0,0.0,41.125396728515625
2008-03-14,40.81869888305664,40.81869888305664,40.81869888305664,40.81869888305664,0,0.0,0.0,0.0,40.81869888305664
2008-03-17,39.9473991394043,39.9473991394043,39.9473991394043,39.9473991394043,0,0.0,0.0,0.0,39.9473991394043
2008-03-18,40.13559341430664,40.13559341430664,40.13559341430664,40.13559341430664,0,0.0,0.0,0.0,40.13559341430664
2008-03-19,40.93718338012695,40.93718338012695,40.93718338012695,40.93718338012695,0,0.0,0.0,0.0,40.93718338012695
2008-03-20,41.676055908203125,41.676055908203125,41.676055908203125,41.676055908203125,0,0.0,0.0,0.0,41.676055908203125
2008-03-21,42.8192024230957,42.8192024230957,42.8192024230957,42.8192024230957,0,0.0,0.0,0.0,42.8192024230957
2008-03-24,44.526954650878906,44.526954650878906,44.526954650878906,44.526954650878906,0,0.0,0.0,0.0,44.526954650878906
2008-03-25,44.15752410888672,44.15752410888672,44.15752410888672,44.15752410888672,0,0.0,0.0,0.0,44.15752410888672
2008-03-26,43.92051315307617,43.92051315307617,43.92051315307617,43.92051315307617,0,0.0,0.0,0.0,43.92051315307617
2008-03-27,42.79829025268555,42.79829025268555,42.79829025268555,42.79829025268555,0,0.0,0.0,0.0,42.79829025268555
2008-03-28,42.67979431152344,42.67979431152344,42.67979431152344,42.67979431152344,0,0.0,0.0,0.0,42.67979431152344
2008-03-31,42.394004821777344,42.394004821777344,42.394004821777344,42.394004821777344,0,0.0,0.0,0.0,42.394004821777344
2008-04-01,41.72484588623047,41.72484588623047,41.72484588623047,41.72484588623047,0,0.0,0.0,0.0,41.72484588623047
2008-04-02,42.85404968261719,42.85404968261719,42.85404968261719,42.85404968261719,0,0.0,0.0,0.0,42.85404968261719
2008-04-03,42.80526351928711,42.80526351928711,42.80526351928711,42.80526351928711,0,0.0,0.0,0.0,42.80526351928711
2008-04-07,43.36289596557617,43.36289596557617,43.36289596557617,43.36289596557617,0,0.0,0.0,0.0,43.36289596557617
2008-04-08,43.077110290527344,43.077110290527344,43.077110290527344,43.077110290527344,0,0.0,0.0,0.0,43.077110290527344
2008-04-09,42.95861053466797,42.95861053466797,42.95861053466797,42.95861053466797,0,0.0,0.0,0.0,42.95861053466797
2008-04-10,43.81596755981445,43.81596755981445,43.81596755981445,43.81596755981445,0,0.0,0.0,0.0,43.81596755981445
2008-04-11,44.36663055419922,44.36663055419922,44.36663055419922,44.36663055419922,0,0.0,0.0,0.0,44.36663055419922
2008-04-14,44.06690216064453,44.06690216064453,44.06690216064453,44.06690216064453,0,0.0,0.0,0.0,44.06690216064453
2008-04-15,44.10174560546875,44.10174560546875,44.10174560546875,44.10174560546875,0,0.0,0.0,0.0,44.10174560546875
2008-04-16,44.82667541503906,44.82667541503906,44.82667541503906,44.82667541503906,0,0.0,0.0,0.0,44.82667541503906
2008-04-17,45.13337326049805,45.13337326049805,45.13337326049805,45.13337326049805,0,0.0,0.0,0.0,45.13337326049805
2008-04-18,44.903350830078125,44.903350830078125,44.903350830078125,44.903350830078125,0,0.0,0.0,0.0,44.903350830078125
2008-04-21,45.11943435668945,45.11943435668945,45.11943435668945,45.11943435668945,0,0.0,0.0,0.0,45.11943435668945
2008-04-22,44.77091979980469,44.77091979980469,44.77091979980469,44.77091979980469,0,0.0,0.0,0.0,44.77091979980469
2008-04-23,44.3387565612793,44.3387565612793,44.3387565612793,44.3387565612793,0,0.0,0.0,0.0,44.3387565612793
2008-04-24,44.19237518310547,44.19237518310547,44.19237518310547,44.19237518310547,0,0.0,0.0,0.0,44.19237518310547
2008-04-25,44.1366081237793,44.1366081237793,44.1366081237793,44.1366081237793,0,0.0,0.0,0.0,44.1366081237793
2008-04-28,45.07762145996094,45.07762145996094,45.07762145996094,45.07762145996094,0,0.0,0.0,0.0,45.07762145996094
2008-04-29,44.06690216064453,44.06690216064453,44.06690216064453,44.06690216064453,0,0.0,0.0,0.0,44.06690216064453
2008-04-30,44.303890228271484,44.303890228271484,44.303890228271484,44.303890228271484,0,0.0,0.0,0.0,44.303890228271484
2008-05-02,44.526954650878906,44.526954650878906,44.526954650878906,44.526954650878906,0,0.0,0.0,0.0,44.526954650878906
2008-05-05,43.704437255859375,43.704437255859375,43.704437255859375,43.704437255859375,0,0.0,0.0,0.0,43.704437255859375
