Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Adjusted Close
2012-07-18,20.401720383142404,20.429735745901414,20.17059898376465,20.17059898376465,1783000,0.0,0.0,0.0,20.17059898376465
2012-07-19,20.24063986831925,20.660861037955392,20.24063986831925,20.611835479736328,1729000,0.0,0.0,0.0,20.611835479736328
2012-07-20,20.61183160852484,20.61883544921875,20.51378051050218,20.61883544921875,1478000,0.0,0.0,0.0,20.61883544921875
2012-07-23,20.33168430687929,20.33168430687929,20.107565416104787,20.212621688842773,1520000,0.0,0.0,0.0,20.212621688842773
2012-07-24,20.21262468456944,20.21262468456944,20.086558207276262,20.14959144592285,1534000,0.0,0.0,0.0,20.14959144592285
2012-07-25,19.9044599116718,20.226628571478702,19.89745607091347,20.051536560058594,1865000,0.0,0.0,0.0,20.051536560058594
2012-07-26,20.10056316227641,20.184606578500638,20.02352225086585,20.08655548095703,1520000,0.0,0.0,0.0,20.08655548095703
2012-07-27,20.35269512563265,20.583816528320312,20.310673416738357,20.583816528320312,1557000,0.0,0.0,0.0,20.583816528320312
2012-07-30,20.66085798391381,20.765912926832293,20.646850301965728,20.681869506835938,1549000,0.0,0.0,0.0,20.681869506835938
2012-07-31,20.751902055240727,20.97602092442396,20.646847128469574,20.962013244628906,1563000,0.0,0.0,0.0,20.962013244628906
2012-08-01,20.87097025982936,21.074077663797585,20.87097025982936,21.067073822021484,1552000,0.0,0.0,0.0,21.067073822021484
2012-08-02,21.067073822021484,21.067073822021484,21.067073822021484,21.067073822021484,0,0.0,0.0,0.0,21.067073822021484
2012-08-03,20.941002968797225,20.941002968797225,20.78692248943713,20.87796974182129,1224000,0.0,0.0,0.0,20.87796974182129
2012-08-06,21.01104133083527,21.333209990035314,21.01104133083527,21.14411163330078,2060000,0.0,0.0,0.0,21.14411163330078
2012-08-07,21.1861325999908,21.214147961990246,21.12309937133802,21.16512107849121,1121000,0.0,0.0,0.0,21.16512107849121
2012-08-08,21.340212664519537,21.382235706693756,21.24216157113828,21.312198638916016,1383000,0.0,0.0,0.0,21.312198638916016
2012-08-09,21.473285267927547,21.711410522460938,21.473285267927547,21.711410522460938,1538000,0.0,0.0,0.0,21.711410522460938
2012-08-10,21.711408502544423,21.774441730871104,21.66938679560863,21.72541618347168,1444000,0.0,0.0,0.0,21.72541618347168
2012-08-13,21.71140765154367,21.837474103255726,21.71140765154367,21.760433197021484,1568000,0.0,0.0,0.0,21.760433197021484
2012-08-14,21.760432954599615,21.98455049477052,21.760432954599615,21.886499404907227,1338000,0.0,0.0,0.0,21.886499404907227
2012-08-15,21.886505113465486,21.893508955403345,21.76043863027652,21.79545783996582,1234000,0.0,0.0,0.0,21.79545783996582
2012-08-16,21.83047209168394,21.970546235507438,21.753431178996415,21.865489959716797,1205000,0.0,0.0,0.0,21.865489959716797
2012-08-17,21.865488128166223,21.872491968355327,21.746425516643274,21.760433197021484,1450000,0.0,0.0,0.0,21.760433197021484
2012-08-20,21.760434049943846,21.774441730871104,21.599349726818325,21.72541618347168,1413000,0.0,0.0,0.0,21.72541618347168
2012-08-21,21.74642615483252,22.075599974151082,21.74642615483252,21.942529678344727,1456000,0.0,0.0,0.0,21.942529678344727
2012-08-22,21.823469812665735,21.942532442682403,21.7674404182959,21.907514572143555,1300000,0.0,0.0,0.0,21.907514572143555
2012-08-23,21.95653932457846,21.977549511797168,21.82346901686029,21.935527801513672,1234000,0.0,0.0,0.0,21.935527801513672
2012-08-24,21.851482391357422,21.851482391357422,21.767437642596665,21.851482391357422,1305000,0.0,0.0,0.0,21.851482391357422
2012-08-27,22.02657835452897,22.02657835452897,21.774445398750757,21.837478637695312,1303000,0.0,0.0,0.0,21.837478637695312
2012-08-28,21.78144587905784,21.78144587905784,21.508301440501324,21.59234619140625,1317000,0.0,0.0,0.0,21.59234619140625
2012-08-29,21.571336541717592,21.690399169921875,21.55733019522294,21.690399169921875,1305000,0.0,0.0,0.0,21.690399169921875
2012-08-30,21.522310795816193,21.64137342294972,21.522310795816193,21.620363235473633,1328000,0.0,0.0,0.0,21.620363235473633
2012-08-31,21.6203652003865,21.71841631310897,21.52931659356173,21.613361358642578,1333000,0.0,0.0,0.0,21.613361358642578
2012-09-03,21.613355495356007,21.879494730195507,21.613355495356007,21.82346534729004,1337000,0.0,0.0,0.0,21.82346534729004
2012-09-04,21.886504366297647,21.886504366297647,21.7744455708099,21.81646728515625,1338000,0.0,0.0,0.0,21.81646728515625
2012-09-05,21.816463714199173,21.816463714199173,21.44526951584606,21.501298904418945,1307000,0.0,0.0,0.0,21.501298904418945
2012-09-06,21.501300328469643,21.52931435668848,21.354222338820964,21.396244049072266,863000,0.0,0.0,0.0,21.396244049072266
2012-09-07,21.711411400556653,21.78144847869542,21.655382005214868,21.767440795898438,901000,0.0,0.0,0.0,21.767440795898438
2012-09-10,21.767438860547973,21.865489959716797,21.753431178996415,21.865489959716797,914000,0.0,0.0,0.0,21.865489959716797
2012-09-11,21.85148361401128,21.949534713180103,21.8444797732355,21.865489959716797,849000,0.0,0.0,0.0,21.865489959716797
2012-09-12,22.019573087060948,22.229682979373496,22.019573087060948,22.222679138183594,868000,0.0,0.0,0.0,22.222679138183594
2012-09-13,22.222676154702985,22.29971706160273,22.180654449051275,22.285709381103516,926000,0.0,0.0,0.0,22.285709381103516
2012-09-14,22.55185203872527,22.824995154320085,22.55185203872527,22.81098747253418,844000,0.0,0.0,0.0,22.81098747253418
2012-09-17,22.902035324379096,22.902035324379096,22.71993813876946,22.83199691772461,922000,0.0,0.0,0.0,22.83199691772461
2012-09-18,22.691926184892182,22.824995154320085,22.691926184892182,22.81098747253418,813000,0.0,0.0,0.0,22.81098747253418
2012-09-19,22.867019024851786,22.90203689473413,22.761962743512534,22.874021530151367,839000,0.0,0.0,0.0,22.874021530151367
2012-09-20,22.874019874723587,22.874019874723587,22.66390999894327,22.747953414916992,817000,0.0,0.0,0.0,22.747953414916992
2012-09-21,22.789977172448875,22.846005227621944,22.761961809016288,22.824995040893555,834000,0.0,0.0,0.0,22.824995040893555
2012-09-24,22.75495953030014,22.867018313452796,22.57286233786949,22.796979904174805,837000,0.0,0.0,0.0,22.796979904174805
2012-09-25,22.881026100658346,22.881026100658346,22.733949430862243,22.761964797973633,805000,0.0,0.0,0.0,22.761964797973633
2012-09-26,22.621887433460145,22.649902796607794,22.467808279532257,22.5938720703125,812000,0.0,0.0,0.0,22.5938720703125
2012-09-27,22.481815584856644,22.621889743204672,22.481815584856644,22.614887237548828,767000,0.0,0.0,0.0,22.614887237548828
2012-09-28,22.64290058031196,22.677918448846874,22.537844303015103,22.62889289855957,858000,0.0,0.0,0.0,22.62889289855957
2012-10-01,22.54484726105436,22.62889335325749,22.50982939181581,22.57286262512207,768000,0.0,0.0,0.0,22.57286262512207
2012-10-02,22.614885608892664,22.79698013144655,22.593872750053713,22.768964767456055,770000,0.0,0.0,0.0,22.768964767456055
2012-10-03,22.733949704465335,22.761965071913888,22.600880716623443,22.63589859008789,723000,0.0,0.0,0.0,22.63589859008789
2012-10-04,22.551853999876833,22.621889743204672,22.439795207536886,22.614887237548828,723000,0.0,0.0,0.0,22.614887237548828
2012-10-05,22.642903767796273,22.733949704465335,22.59387553891506,22.63589859008789,680000,0.0,0.0,0.0,22.63589859008789
2012-10-08,22.565859407102288,22.565859407102288,22.411777581289456,22.495820999145508,778000,0.0,0.0,0.0,22.495820999145508
2012-10-09,22.49582188726192,22.49582188726192,22.36275291442871,22.36275291442871,752000,0.0,0.0,0.0,22.36275291442871
2012-10-11,22.0195709503803,22.0195709503803,21.80245590209961,21.80245590209961,80000,0.0,0.0,0.0,21.80245590209961
2012-10-12,21.851481558948127,21.858484063219304,21.634366522856087,21.788448333740234,96000,0.0,0.0,0.0,21.788448333740234
2012-10-15,21.71841042132302,21.82346534729004,21.711406581479107,21.82346534729004,774000,0.0,0.0,0.0,21.82346534729004
2012-10-16,21.90751659498021,21.935530626828744,21.85148719543688,21.893508911132812,504000,0.0,0.0,0.0,21.893508911132812
2012-10-17,22.08260863553388,22.08260863553388,21.893508911132812,21.893508911132812,518000,0.0,0.0,0.0,21.893508911132812
2012-10-18,21.99155599821915,22.019571360782418,21.900508741580552,22.0125675201416,536000,0.0,0.0,0.0,22.0125675201416
2012-10-19,21.956537664923303,21.956537664923303,21.725416272064994,21.809459686279297,532000,0.0,0.0,0.0,21.809459686279297
2012-10-22,21.50129964586782,21.69740184471229,21.46628044189842,21.669387817382812,518000,0.0,0.0,0.0,21.669387817382812
2012-10-23,21.655381505211054,21.66938918768461,21.50130100554027,21.57133674621582,604000,0.0,0.0,0.0,21.57133674621582
2012-10-24,21.66938604233853,21.66938604233853,21.396241617135967,21.557327270507812,345000,0.0,0.0,0.0,21.557327270507812
2012-10-25,21.58534079723169,21.58534079723169,21.43126032348298,21.4522705078125,328000,0.0,0.0,0.0,21.4522705078125
2012-10-26,21.452272668419422,21.52931358097605,21.137107849121094,21.137107849121094,320000,0.0,0.0,0.0,21.137107849121094
2012-10-29,21.165119226850017,21.29118567312658,21.15111288292163,21.15811538696289,252000,0.0,0.0,0.0,21.15811538696289
2012-10-30,21.011042088307125,21.431263197242483,21.011042088307125,21.403247833251953,160000,0.0,0.0,0.0,21.403247833251953
2012-10-31,21.529312346765643,21.529312346765643,21.22115005005117,21.312198638916016,527000,0.0,0.0,0.0,21.312198638916016
2012-11-01,20.240636970448396,20.310674044668193,19.8204158609757,20.128578186035156,274000,0.0,0.0,0.0,20.128578186035156
2012-11-02,20.170600605746948,21.151117007622446,20.128578894075353,20.20561981201172,325000,0.0,0.0,0.0,20.20561981201172
2012-11-05,20.240637084814512,20.240637084814512,20.03753103786018,20.11457061767578,207000,0.0,0.0,0.0,20.11457061767578
2012-11-06,20.11456923176718,20.310672760009766,20.10756539120359,20.310672760009766,128000,0.0,0.0,0.0,20.310672760009766
2012-11-07,20.27565681975953,20.471759030790995,20.17760437839767,20.401721954345703,252000,0.0,0.0,0.0,20.401721954345703
2012-11-08,20.177603737235188,20.177603737235188,20.11457050402198,20.128578186035156,261000,0.0,0.0,0.0,20.128578186035156
2012-11-09,20.037529466804532,20.47175689085196,20.037529466804532,20.42973518371582,257000,0.0,0.0,0.0,20.42973518371582
2012-11-12,20.380709829799688,20.380709829799688,20.254643371347026,20.310672760009766,183000,0.0,0.0,0.0,20.310672760009766
2012-11-13,20.240635154110812,20.240635154110812,19.876443469526272,19.92547035217285,156000,0.0,0.0,0.0,19.92547035217285
2012-11-14,19.897456042183382,20.00251098171455,19.85543433354012,19.96048927307129,76000,0.0,0.0,0.0,19.96048927307129
2012-11-15,19.890453338623047,19.981501937709297,19.694351129845476,19.890453338623047,156000,0.0,0.0,0.0,19.890453338623047
2012-11-16,19.98149726384531,20.030522804572158,19.813409123133635,19.827415466308594,70000,0.0,0.0,0.0,19.827415466308594
2012-11-19,20.07254708282065,20.100562444458937,19.95348446754986,20.00951385498047,22000,0.0,0.0,0.0,20.00951385498047
2012-11-20,20.100563445366895,20.100563445366895,20.0445340551463,20.051536560058594,20000,0.0,0.0,0.0,20.051536560058594
2012-11-21,20.100564450483557,20.13558232018021,19.83442383174301,19.904460906982422,176000,0.0,0.0,0.0,19.904460906982422
2012-11-22,20.100562387992955,20.100562387992955,20.016517639160156,20.016517639160156,225000,0.0,0.0,0.0,20.016517639160156
2012-11-23,20.22662919444572,20.695875852937945,20.212622848343713,20.681869506835938,431000,0.0,0.0,0.0,20.681869506835938
2012-11-26,20.877973212729202,20.91999626159668,20.835951499707896,20.91999626159668,47000,0.0,0.0,0.0,20.91999626159668
2012-11-27,20.919991596714347,20.99002732418409,20.870964717301305,20.95500946044922,166000,0.0,0.0,0.0,20.95500946044922
2012-11-28,20.95501119884538,20.99002906548528,20.877970289222418,20.976022720336914,107000,0.0,0.0,0.0,20.976022720336914
2012-11-29,21.11609641174016,21.228155192720752,21.102088730156076,21.22115135192871,252000,0.0,0.0,0.0,21.22115135192871
2012-11-30,21.256169062659218,21.445268743222126,21.256169062659218,21.43126106262207,185000,0.0,0.0,0.0,21.43126106262207
2012-12-03,21.49429648745341,21.50830283363979,21.354222338820964,21.396244049072266,222000,0.0,0.0,0.0,21.396244049072266
2012-12-04,21.347218497804732,21.396244049072266,21.29118910552097,21.396244049072266,263000,0.0,0.0,0.0,21.396244049072266
2012-12-05,21.333210671911846,21.564333416350635,21.31920432581992,21.508302688598633,368000,0.0,0.0,0.0,21.508302688598633
2012-12-06,21.508307366360928,21.508307366360928,21.452277962269374,21.473289489746094,111000,0.0,0.0,0.0,21.473289489746094
2012-12-07,21.473287467091797,21.501302834421878,21.466283625259276,21.487295150756836,65000,0.0,0.0,0.0,21.487295150756836
2012-12-10,21.50130107485805,21.50130107485805,21.361226921363116,21.375234603881836,26000,0.0,0.0,0.0,21.375234603881836
2012-12-11,21.396241253248597,21.396241253248597,21.2421607785633,21.340211868286133,26000,0.0,0.0,0.0,21.340211868286133
2012-12-12,21.634364124158253,21.74642288191541,21.61335394198239,21.68338966369629,131000,0.0,0.0,0.0,21.68338966369629
2012-12-13,21.795457795893558,21.90051275305651,21.760438586275068,21.893508911132812,234000,0.0,0.0,0.0,21.893508911132812
2012-12-14,21.76743991553667,21.781447597767126,21.676392652730893,21.711410522460938,128000,0.0,0.0,0.0,21.711410522460938
2012-12-17,21.571335952411456,21.571335952411456,21.38924143034058,21.41025161743164,176000,0.0,0.0,0.0,21.41025161743164
2012-12-18,21.438267038240113,21.438267038240113,21.375233805107506,21.403247833251953,86000,0.0,0.0,0.0,21.403247833251953
2012-12-19,21.550323676030644,21.550323676030644,21.43126106262207,21.43126106262207,80000,0.0,0.0,0.0,21.43126106262207
2012-12-20,21.284181441870786,21.340210824091685,21.20013803646236,21.207141876220703,199000,0.0,0.0,0.0,21.207141876220703
2012-12-21,21.172127779775558,21.172127779775558,20.955014038327292,21.02505111694336,57000,0.0,0.0,0.0,21.02505111694336
2012-12-24,21.046060277511504,21.11609735270685,21.046060277511504,21.081079483032227,27000,0.0,0.0,0.0,21.081079483032227
2012-12-25,21.116096048058367,21.431262199041964,21.088082021218725,21.361225128173828,42000,0.0,0.0,0.0,21.361225128173828
2012-12-26,21.410250677027715,21.431262199041964,21.333209765488167,21.361225128173828,71000,0.0,0.0,0.0,21.361225128173828
2012-12-27,21.235161474473642,21.326210079390094,21.221153791279388,21.31920623779297,41000,0.0,0.0,0.0,21.31920623779297
2012-12-28,21.487293300457928,21.494297141687337,21.431263906468768,21.480289459228516,36000,0.0,0.0,0.0,21.480289459228516
2013-01-02,21.557328019882533,21.823467278270524,21.550324179418904,21.72541618347168,79000,0.0,0.0,0.0,21.72541618347168
2013-01-03,21.914518413420552,21.921520918851414,21.858487683204583,21.907514572143555,61000,0.0,0.0,0.0,21.907514572143555
2013-01-04,21.886498529042687,21.886498529042687,21.732418060302734,21.732418060302734,48000,0.0,0.0,0.0,21.732418060302734
2013-01-07,21.606358332024527,21.676395416259766,21.557332773813744,21.676395416259766,17000,0.0,0.0,0.0,21.676395416259766
2013-01-08,21.536317938822087,21.550325620686166,21.431262996533633,21.522310256958008,15000,0.0,0.0,0.0,21.522310256958008
2013-01-09,21.571338308179044,21.676394598491658,21.571338308179044,21.613361358642578,15000,0.0,0.0,0.0,21.613361358642578
2013-01-10,21.648378920861653,21.85848882677936,21.648378920861653,21.837478637695312,84000,0.0,0.0,0.0,21.837478637695312
2013-01-11,21.89350449288725,21.89350449288725,21.725416328178515,21.80245590209961,29000,0.0,0.0,0.0,21.80245590209961
2013-01-14,21.515305032858343,21.718412399291992,21.501298687740764,21.718412399291992,23000,0.0,0.0,0.0,21.718412399291992
2013-01-15,21.711410899259167,21.711410899259167,21.536318875878045,21.57133674621582,34000,0.0,0.0,0.0,21.57133674621582
2013-01-16,21.571331885428407,21.571331885428407,21.424255260135993,21.438262939453125,107000,0.0,0.0,0.0,21.438262939453125
2013-01-17,21.57133537645457,21.64137244852895,21.207145006190668,21.22115135192871,32000,0.0,0.0,0.0,21.22115135192871
2013-01-18,21.522310256958008,21.529314097890047,21.515306416025968,21.522310256958008,4000,0.0,0.0,0.0,21.522310256958008
2013-01-21,21.522312751817807,21.613361358642578,21.522312751817807,21.613361358642578,11000,0.0,0.0,0.0,21.613361358642578
2013-01-22,21.501299814556507,21.669387987390234,21.501299814556507,21.64837646484375,19000,0.0,0.0,0.0,21.64837646484375
2013-01-23,21.70440496871549,21.71140880927807,21.59234619140625,21.59234619140625,8000,0.0,0.0,0.0,21.59234619140625
2013-01-24,21.4522741287759,21.50130101746054,21.32620899398235,21.382238388061523,44000,0.0,0.0,0.0,21.382238388061523
2013-01-25,21.389240460740893,21.389240460740893,21.270177841186523,21.270177841186523,8000,0.0,0.0,0.0,21.270177841186523
2013-01-28,21.480288660568707,21.564333416350635,21.480288660568707,21.508302688598633,14000,0.0,0.0,0.0,21.508302688598633
2013-01-29,21.606354586186445,21.85848617553711,21.606354586186445,21.85848617553711,82000,0.0,0.0,0.0,21.85848617553711
2013-01-30,21.84447855097353,21.92151812350443,21.830470870205744,21.851482391357422,101000,0.0,0.0,0.0,21.851482391357422
2013-01-31,21.830470870205744,21.851482391357422,21.746426121444983,21.851482391357422,49000,0.0,0.0,0.0,21.851482391357422
2013-02-01,21.893506091230176,21.977549511797168,21.88650225020858,21.935527801513672,32000,0.0,0.0,0.0,21.935527801513672
2013-02-04,21.998559644539608,22.187659332633256,21.998559644539608,22.131629943847656,178000,0.0,0.0,0.0,22.131629943847656
2013-02-05,22.047588463265082,22.047588463265082,21.991559066168136,22.033580780029297,28000,0.0,0.0,0.0,22.033580780029297
2013-02-06,22.089608348875615,22.17365176455963,22.089608348875615,22.11762237548828,117000,0.0,0.0,0.0,22.11762237548828
2013-02-18,22.264703939334414,22.334739685058594,22.19466685776401,22.334739685058594,83000,0.0,0.0,0.0,22.334739685058594
2013-02-19,22.327732884219248,22.327732884219248,22.271703493557755,22.299718856811523,44000,0.0,0.0,0.0,22.299718856811523
2013-02-20,22.404774253136843,22.502826690673828,22.404774253136843,22.502826690673828,90000,0.0,0.0,0.0,22.502826690673828
2013-02-21,22.453802488358612,22.453802488358612,22.306724491142962,22.31372833251953,23000,0.0,0.0,0.0,22.31372833251953
2013-02-22,22.30672760894884,22.341745484879976,22.117627872889503,22.236690521240234,26000,0.0,0.0,0.0,22.236690521240234
2013-02-25,22.327735942839794,22.404776866495258,22.201670798466616,22.229684829711914,326000,0.0,0.0,0.0,22.229684829711914
2013-02-26,22.03357787592509,22.082604760788424,21.99155616760254,21.99155616760254,150000,0.0,0.0,0.0,21.99155616760254
2013-02-27,22.00555992126465,22.04057778264217,21.984548402930667,22.00555992126465,19000,0.0,0.0,0.0,22.00555992126465
2013-03-01,22.13162983112048,22.14563751220703,22.11061830949065,22.14563751220703,32000,0.0,0.0,0.0,22.14563751220703
2013-03-04,22.14563824736379,22.14563824736379,21.83047209168394,21.865489959716797,34000,0.0,0.0,0.0,21.865489959716797
2013-03-05,21.956542978994932,22.07560562448653,21.956542978994932,22.047590255737305,22000,0.0,0.0,0.0,22.047590255737305
2013-03-06,22.264705941064854,22.264705941064854,22.075606204577433,22.138639450073242,29000,0.0,0.0,0.0,22.138639450073242
2013-03-07,22.131629943847656,22.152640129738504,22.096610740952908,22.131629943847656,38000,0.0,0.0,0.0,22.131629943847656
2013-03-08,22.243687675451806,22.362750288003262,22.243687675451806,22.285709381103516,31000,0.0,0.0,0.0,22.285709381103516
2013-03-11,22.257694062458615,22.39076301193013,22.257694062458615,22.37675666809082,67000,0.0,0.0,0.0,22.37675666809082
2013-03-12,22.313727452037558,22.38376319134739,22.25769805908203,22.25769805908203,28000,0.0,0.0,0.0,22.25769805908203
2013-03-13,22.32072943688517,22.355747303627908,22.131629750444027,22.25069236755371,38000,0.0,0.0,0.0,22.25069236755371
2013-03-14,22.187660273981567,22.187660273981567,22.08260533253219,22.18065643310547,11000,0.0,0.0,0.0,22.18065643310547
2013-03-15,22.10361577607586,22.138634980863152,22.054590225219727,22.054590225219727,70000,0.0,0.0,0.0,22.054590225219727
2013-03-18,21.837476160223964,21.837476160223964,21.62036243729449,21.64837646484375,72000,0.0,0.0,0.0,21.64837646484375
2013-03-19,21.725418969210402,21.781448364257812,21.725418969210402,21.781448364257812,33000,0.0,0.0,0.0,21.781448364257812
2013-03-20,21.62036149721882,21.711408752602658,21.599349975585938,21.599349975585938,34000,0.0,0.0,0.0,21.599349975585938
2013-03-21,21.669385966049997,21.6763898062455,21.627362924876973,21.662382125854492,117000,0.0,0.0,0.0,21.662382125854492
2013-03-22,21.613359793636498,21.641373822737492,21.57133674621582,21.57133674621582,45000,0.0,0.0,0.0,21.57133674621582
2013-03-25,21.746428392190982,21.802457785266714,21.69039899911525,21.711410522460938,20000,0.0,0.0,0.0,21.711410522460938
2013-03-26,21.711408558810213,21.753430265854906,21.711408558810213,21.718412399291992,142000,0.0,0.0,0.0,21.718412399291992
2013-03-27,21.704408375294676,21.851486378501182,21.690400691970968,21.830474853515625,36000,0.0,0.0,0.0,21.830474853515625
2013-03-28,21.816465581993114,21.823469423145102,21.697402954101562,21.697402954101562,41000,0.0,0.0,0.0,21.697402954101562
2013-03-29,21.83747474411696,21.942529678344727,21.83747474411696,21.942529678344727,69000,0.0,0.0,0.0,21.942529678344727
2013-04-01,21.97054983644723,22.005567710219463,21.893508911132812,21.893508911132812,48000,0.0,0.0,0.0,21.893508911132812
2013-04-02,21.921523116601662,21.956542326497505,21.85148736850251,21.87249755859375,89000,0.0,0.0,0.0,21.87249755859375
2013-04-03,21.9985600082973,22.054589398009377,21.942530618585227,21.99155616760254,39000,0.0,0.0,0.0,21.99155616760254
2013-04-08,21.781443067647913,21.781443067647913,21.43125909979456,21.438262939453125,177000,0.0,0.0,0.0,21.438262939453125
2013-04-09,21.438263106053046,21.49429248791116,21.417251586914062,21.417251586914062,44000,0.0,0.0,0.0,21.417251586914062
2013-04-10,21.480284808485173,21.480284808485173,21.417251586914062,21.417251586914062,33000,0.0,0.0,0.0,21.417251586914062
2013-04-11,21.52230887334012,21.718412399291992,21.52230887334012,21.718412399291992,74000,0.0,0.0,0.0,21.718412399291992
2013-04-12,21.725419349979894,21.725419349979894,21.641374588012695,21.641374588012695,3000,0.0,0.0,0.0,21.641374588012695
2013-04-15,21.606352204920288,21.606352204920288,21.459274236149867,21.466278076171875,10000,0.0,0.0,0.0,21.466278076171875
2013-04-16,21.333210671911846,21.508302688598633,21.32620816678892,21.508302688598633,27000,0.0,0.0,0.0,21.508302688598633
2013-04-17,21.473284819599705,21.508302688598633,21.473284819599705,21.508302688598633,6000,0.0,0.0,0.0,21.508302688598633
2013-04-18,21.347213625651612,21.529309442974963,21.347213625651612,21.459272384643555,24000,0.0,0.0,0.0,21.459272384643555
2013-04-19,21.655380363258853,22.096611651139554,21.655380363258853,22.089609146118164,123000,0.0,0.0,0.0,22.089609146118164
2013-04-22,22.18065643310547,22.215674301639908,22.18065643310547,22.18065643310547,59000,0.0,0.0,0.0,22.18065643310547
2013-04-23,22.131630309805736,22.131630309805736,21.99155616760254,21.99155616760254,20000,0.0,0.0,0.0,21.99155616760254
2013-04-24,22.166653433531625,22.26470589066221,22.103620188178514,22.236690521240234,42000,0.0,0.0,0.0,22.236690521240234
2013-04-25,22.173653245037944,22.26470184326172,22.173653245037944,22.26470184326172,28000,0.0,0.0,0.0,22.26470184326172
2013-04-26,22.33473655502481,22.453800512100994,22.313726368590455,22.320730209350586,70000,0.0,0.0,0.0,22.320730209350586
2013-04-29,22.32073322244185,22.35575109512355,22.313729380736266,22.34874725341797,57000,0.0,0.0,0.0,22.34874725341797
2013-04-30,22.51683670072398,22.579869939998655,22.51683670072398,22.544849395751953,89000,0.0,0.0,0.0,22.544849395751953
2013-05-02,22.551853999876833,22.621889743204672,22.551853999876833,22.614887237548828,90000,0.0,0.0,0.0,22.614887237548828
2013-05-03,22.684917449951172,22.761958351843468,22.684917449951172,22.684917449951172,26000,0.0,0.0,0.0,22.684917449951172
2013-05-06,22.84600822761534,22.84600822761534,22.754962292042013,22.761964797973633,155000,0.0,0.0,0.0,22.761964797973633
2013-05-07,22.768959561696395,22.810982598074236,22.75495455459533,22.775964736938477,198000,0.0,0.0,0.0,22.775964736938477
2013-05-08,22.84600432273917,23.07012187793882,22.84600432273917,23.056114196777344,93000,0.0,0.0,0.0,23.056114196777344
2013-05-09,23.042109337680543,23.252219213089894,23.042109337680543,23.20319366455078,47000,0.0,0.0,0.0,23.20319366455078
2013-05-10,23.203197985426318,23.203197985426318,23.049116134643555,23.049116134643555,16000,0.0,0.0,0.0,23.049116134643555
2013-05-13,23.0491122343931,23.077127597375263,22.965068817138672,22.965068817138672,19000,0.0,0.0,0.0,22.965068817138672
2013-05-14,23.07011998667509,23.133153210888345,22.95806121826172,22.95806121826172,31000,0.0,0.0,0.0,22.95806121826172
2013-05-15,23.098141692312158,23.098141692312158,22.972075209252175,23.049116134643555,37000,0.0,0.0,0.0,23.049116134643555
2013-05-16,23.26622401863287,23.287234202069335,23.182177941503625,23.252216339111328,86000,0.0,0.0,0.0,23.252216339111328
2013-05-17,23.24521993657552,23.24521993657552,23.084135568819846,23.091140747070312,12000,0.0,0.0,0.0,23.091140747070312
2013-05-20,23.441320419311523,23.441320419311523,23.441320419311523,23.441320419311523,0,0.0,0.0,0.0,23.441320419311523
2013-05-21,23.091135705367016,23.126153573895483,23.007089614868164,23.007089614868164,29000,0.0,0.0,0.0,23.007089614868164
