Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2000-01-04,34.08598709106445,34.08598709106445,33.511508609559165,34.08598709106445,200662336736,0.0,0.0,34.08598709106445
2000-01-05,34.0859953146694,34.851905822753906,33.702948582545304,34.851905822753906,402466805912,0.0,0.0,34.851905822753906
2000-01-06,34.66046557256974,34.851897414365,34.08598709106445,34.08598709106445,197545715802,0.0,0.0,34.08598709106445
2000-01-07,32.9370318930636,33.5115104053537,32.55398523282709,33.12846374511719,235270344752,0.0,0.0,33.12846374511719
2000-01-10,34.085984402551865,34.46884805594423,33.511505966358236,34.27741622924805,276171685539,0.0,0.0,34.27741622924805
2000-01-11,34.66045921059708,35.043322823912476,33.51150245847902,33.70293426513672,277769544650,0.0,0.0,33.70293426513672
2000-01-12,33.89436823801681,34.66046142578125,33.70293641912452,34.66046142578125,216246806621,0.0,0.0,34.66046142578125
2000-01-13,34.66046557256974,34.66046557256974,34.08598709106445,34.08598709106445,147490954216,0.0,0.0,34.08598709106445
2000-01-14,34.46885909062982,35.42638444285821,34.277427202649605,34.851905822753906,288318964353,0.0,0.0,34.851905822753906
2000-01-17,36.38388456114843,36.38388456114843,35.80940628051758,35.80940628051758,155256940719,0.0,0.0,35.80940628051758
2000-01-18,35.809422003663144,35.809422003663144,35.04333238954192,35.234947204589844,131648031590,0.0,0.0,35.234947204589844
2000-01-19,35.234947204589844,35.809422003663144,35.04333238954192,35.234947204589844,134848688061,0.0,0.0,35.234947204589844
2000-01-20,35.23495255487799,35.23495255487799,34.66047393477369,34.851905822753906,125758120596,0.0,0.0,34.851905822753906
2000-01-21,34.85190259236029,35.6178092956543,34.85190259236029,35.6178092956543,113397441219,0.0,0.0,35.6178092956543
2000-01-24,36.0008430480957,36.57532140839717,35.80941124668885,36.0008430480957,175113122879,0.0,0.0,36.0008430480957
2000-01-25,36.9583740234375,36.9583740234375,36.38389556899971,36.9583740234375,223692148326,0.0,0.0,36.9583740234375
2000-01-26,38.1073307575707,39.447715759277344,38.1073307575707,39.447715759277344,357880999032,0.0,0.0,39.447715759277344
2000-01-27,39.830753326416016,40.4052316476516,39.064843216791395,39.830753326416016,287927232252,0.0,0.0,39.830753326416016
2000-01-28,38.49018847858239,39.064849853515625,38.49018847858239,39.064849853515625,197904810671,0.0,0.0,39.064849853515625
2000-01-31,37.915697660833544,39.06483323185794,37.72426592137428,38.87321853637695,168059342623,0.0,0.0,38.87321853637695
