Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2000-01-04,2.4166393280029297,2.429918506456485,2.4033603686921965,2.4166393280029297,3486213,0.0,0.0,2.4166393280029297
2000-01-05,2.429919028858277,2.4963090185428607,2.416639847549866,2.456474542617798,7670195,0.0,0.0,2.456474542617798
2000-01-06,2.4697533681796493,2.615812301635742,2.4697533681796493,2.615812301635742,10140424,0.0,0.0,2.615812301635742
2000-01-07,2.6689260005950928,2.722039655779655,2.655649887798991,2.6689260005950928,15076231,0.0,0.0,2.6689260005950928
2000-01-10,2.629091501235962,2.65564964121946,2.575977850983051,2.629091501235962,7728580,0.0,0.0,2.629091501235962
2000-01-11,2.6423706753888703,2.682205368443548,2.5892570208397725,2.602536201477051,9203481,0.0,0.0,2.602536201477051
2000-01-12,2.6954839840754645,2.7751529216766357,2.6822050242848925,2.7751529216766357,16111885,0.0,0.0,2.7751529216766357
2000-01-13,2.9079360549746234,2.9079360549746234,2.8282671023608716,2.8548223972320557,26912544,0.0,0.0,2.8548223972320557
2000-01-14,2.854821859277807,2.8813773682878203,2.7353182337332203,2.7751529216766357,11565686,0.0,0.0,2.7751529216766357
2000-01-17,2.80170831792106,2.9212117195129395,2.7884291395221292,2.9212117195129395,15928074,0.0,0.0,2.9212117195129395
2000-01-18,2.921211907995391,2.921211907995391,2.8415429684604048,2.868098258972168,8910125,0.0,0.0,2.868098258972168
2000-01-19,2.841543190490811,2.9079358048146653,2.814987678761237,2.8282668590545654,8008298,0.0,0.0,2.8282668590545654
2000-01-20,2.841543436050415,2.9344915701362058,2.814987922025975,2.841543436050415,14959523,0.0,0.0,2.841543436050415
2000-01-21,2.8548226573940467,2.894657356473958,2.8149881774570265,2.881378173828125,10650826,0.0,0.0,2.881378173828125
2000-01-24,2.88137753497913,3.0008837971512654,2.8680983552775103,2.974325656890869,20688957,0.0,0.0,2.974325656890869
2000-01-25,2.974326331315166,2.974326331315166,2.894657371040222,2.9079363346099854,10377069,0.0,0.0,2.9079363346099854
2000-01-26,2.9212120788524882,3.1071083273066997,2.9079357476771075,3.0672738552093506,29280780,0.0,0.0,3.0672738552093506
2000-01-27,3.1203880904590977,3.239891529083252,3.1203880904590977,3.239891529083252,43969757,0.0,0.0,3.239891529083252
2000-01-28,3.3062808230921896,3.346117923893487,3.239890841470638,3.266446352005005,33751968,0.0,0.0,3.266446352005005
2000-01-31,3.146942398350594,3.2398905107321823,3.146942398350594,3.160221576690674,10661114,0.0,0.0,3.160221576690674
2000-02-01,3.226611448282733,3.3195595640027507,3.186777198974067,3.293004274368286,19113948,0.0,0.0,3.293004274368286
2000-02-02,3.293004274368286,3.293004274368286,3.293004274368286,3.293004274368286,0,0.0,0.0,3.293004274368286
2000-02-03,3.293004274368286,3.293004274368286,3.293004274368286,3.293004274368286,0,0.0,0.0,3.293004274368286
2000-02-04,3.293004274368286,3.293004274368286,3.293004274368286,3.293004274368286,0,0.0,0.0,3.293004274368286
2000-02-07,3.293004274368286,3.293004274368286,3.293004274368286,3.293004274368286,0,0.0,0.0,3.293004274368286
2000-02-08,3.293004274368286,3.293004274368286,3.293004274368286,3.293004274368286,0,0.0,0.0,3.293004274368286
2000-02-09,3.3992294642712504,3.3992294642712504,3.2930049953343286,3.306281328201294,15354393,0.0,0.0,3.306281328201294
2000-02-10,3.2930047760444574,3.425787380444871,3.2664466335071993,3.332839250564575,19789187,0.0,0.0,3.332839250564575
2000-02-11,3.3726732112712745,3.385949760374366,3.266446135877055,3.293004274368286,16564098,0.0,0.0,3.293004274368286
2000-02-14,3.319559783645008,3.385949984409402,3.239890841470638,3.266446352005005,19137657,0.0,0.0,3.266446352005005
2000-02-15,3.2664470271845447,3.2664470271845447,3.1602225525190484,3.1867780685424805,9327190,0.0,0.0,3.1867780685424805
2000-02-16,3.239891529083252,3.239891529083252,3.1867780861708117,3.239891529083252,11443224,0.0,0.0,3.239891529083252
2000-02-17,3.2664473188587477,3.412509134745266,3.2398918004640667,3.3195607662200928,29747461,0.0,0.0,3.3195607662200928
2000-02-18,3.3726734264050173,3.3726734264050173,3.239890833763662,3.2531700134277344,15667642,0.0,0.0,3.2531700134277344
2000-02-21,3.3328388903068356,3.5452904207828855,3.3328388903068356,3.4921767711639404,63385221,0.0,0.0,3.4921767711639404
2000-02-22,3.492176616625757,3.492176616625757,3.253169805916792,3.293004274368286,24739289,0.0,0.0,3.293004274368286
2000-02-23,3.266446294929893,3.3461178654262618,3.186777354147591,3.200056314468384,11147341,0.0,0.0,3.200056314468384
2000-02-24,3.2398907343046144,3.2664462439606035,3.133663655395444,3.146942615509033,12076730,0.0,0.0,3.146942615509033
2000-02-25,3.1336635329155524,3.160221671247536,2.9743254409221667,3.0008835792541504,12807485,0.0,0.0,3.0008835792541504
2000-02-28,3.0008835792541504,3.0008835792541504,3.0008835792541504,3.0008835792541504,0,0.0,0.0,3.0008835792541504
2000-02-29,3.0672740242184657,3.0672740242184657,2.961046714105747,2.987604856491089,6394311,0.0,0.0,2.987604856491089
2000-03-01,3.000884336693984,3.0805532932281494,3.000884336693984,3.0805532932281494,7374958,0.0,0.0,3.0805532932281494
2000-03-02,3.10710880854897,3.10710880854897,3.027439632871922,3.0805532932281494,7423070,0.0,0.0,3.0805532932281494
2000-03-03,3.0805523153771053,3.107107822268486,3.040715220040813,3.0539941787719727,5349005,0.0,0.0,3.0539941787719727
2000-03-06,3.0539945785777656,3.0539945785777656,2.947770345678046,2.9610464572906494,5493662,0.0,0.0,2.9610464572906494
2000-03-07,2.97432540789373,3.0008835459307983,2.9212117615334856,2.947770118713379,5255530,0.0,0.0,2.947770118713379
2000-03-08,2.9610461867102327,2.9876043243652726,2.9079353899706857,2.9212117195129395,4946854,0.0,0.0,2.9212117195129395
2000-03-09,2.9477700763108006,2.9743253651091632,2.9079353899706857,2.9212117195129395,3968917,0.0,0.0,2.9212117195129395
2000-03-10,2.9477710338903496,2.974326331315166,2.894657371040222,2.9079363346099854,4965643,0.0,0.0,2.9079363346099854
2000-03-13,2.894657489518194,2.894657489518194,2.708760976791382,2.708760976791382,8699922816,0.0,0.0,2.708760976791382
2000-03-14,2.655649689443676,2.748594963217204,2.6423705096393686,2.6822052001953125,6327383,0.0,0.0,2.6822052001953125
